rd,rr
0.03295721111324856,1.1004891590595152
0.06152690649783826,1.1953290717034417
0.04642263177277273,1.1445806359189021
0.06164110155002611,1.1980514129498674
0.005007440243653294,1.0150005820743382
0.05151905409326957,1.163715515999023
0.06269101548024308,1.1950943983730826
0.07355846611483396,1.2248846712900427
0.04983528358922451,1.151618979066857
0.045637209854117844,1.1483152769634368
0.04060328651781875,1.1267613376457164
0.06273950275260287,1.2017541682654223
0.05042321688681134,1.1583301518616786
0.08339435423877828,1.2814755479828657
0.0148845661885052,1.0424469034965411
0.054776915911758206,1.1721798433811792
0.05348821601839482,1.1649005811281257
0.04647369533960899,1.1495292008945834
0.04893476695936144,1.1579770496362904
0.027916196980318164,1.0888658745740079
0.08509174597514729,1.2847390767234614
0.06670607502628939,1.2169555988080716
0.055420984103705606,1.1757974371875806
0.09557205479882913,1.3245438469722646
0.04672891154950315,1.1520050079256168
0.07228720951466266,1.2261959801096503
0.045269311531854595,1.1371090611184853
0.024588748579346287,1.0759124228473094
0.033751085263246605,1.1082891089660463
0.05874256028660263,1.1837556620809282
0.051115167355435254,1.1615612284850054
0.041858648393069575,1.1278563295762627
0.028473822431637263,1.088423721606836
0.030550150172065416,1.0941878373037963
0.04070867378117138,1.1243729589180749
0.043745511750408916,1.1403956553852146
0.02800977021388046,1.0875806188515236
0.05016754862633499,1.1580291743594526
0.040129651818220535,1.123743195629111
0.04182564212518236,1.132149038943477
0.09384777364665486,1.3229445487049125
0.05427461978589132,1.173324841698608
0.08396197637040392,1.2899542158574948
0.02557177127396071,1.0821056212604057
0.07665197394196932,1.253208488907419
0.04658718664983075,1.1427735075947993
0.07277753886012567,1.2302530155801072
0.05821217054066119,1.1855289166148133
0.021978075148757326,1.0672816021946614
0.021492678427667333,1.067184180841801
0.06886843035813561,1.22268013702449
0.048365162170426745,1.1493844448478974
0.03201191412349408,1.102841678049237
0.04227606391526073,1.136401694103634
0.051029114644236984,1.1603679162698777
0.06999922873840814,1.2343229987487945
0.047943799597056136,1.1483326213224563
0.059197724774832816,1.1869100667411063
0.03103203110452596,1.0991951820167003
0.051835758474068516,1.1630518577389335
0.05192981754048126,1.1643851426215135
0.044309348534113446,1.1402461847907106
0.02902010702485941,1.0907784038407895
0.054285309196275,1.17482002571753
0.0556796734209018,1.1886306427426805
0.057021903477128044,1.184867934475721
0.061390714905184995,1.1986691193494423
0.06340818804560422,1.190180732933768
0.041759486183295114,1.1322535522541575
0.03277612866764973,1.1013867427479238
0.028139815441159566,1.088193749345968
0.05877403556595484,1.1909791337568714
0.03286693742313318,1.0980518531725443
0.052737964217819566,1.1648461194073625
0.05453696567559252,1.1652356820371514
0.04541284326973716,1.14623081350327
0.05944778520768951,1.1842213496210332
0.06975136379976621,1.2234637906997539
0.04559039851563018,1.1419199554439796
0.043506956213730796,1.1363543159778697
0.05609216198672912,1.1824979831953832
0.03334309922839579,1.1071868579572397
0.06671261284748237,1.2249393352844768
0.02867774355475311,1.087369835837581
0.02694075755655556,1.0861375066794354
0.05505160883152621,1.1721494603529667
0.05750366873861101,1.1844768864150441
0.028543788088387534,1.091253401278581
0.05385057075190797,1.1669231078151856
0.07181301385136257,1.2289254140469126
0.05452903219970795,1.1742419575496923
0.058551931075533914,1.1817110018727628
0.07303621781207903,1.2325339977731729
0.07919925184304943,1.2606966254557885
0.04859151799024514,1.1544800474254464
0.06937911493147048,1.2248726912091106
0.03457113372643339,1.105234026151165
0.043209880534903655,1.137353538936604
0.04189575840441501,1.1271328632587518
0.04397504362385152,1.141175039812094
0.051038040073473956,1.1582255606491887
0.062046132295595136,1.191181783583607
0.049511270683915254,1.1554310577471276
0.023258167637101423,1.0693815622773042
0.0762084718808747,1.2441197059280273
0.06637960304694279,1.218001295978003
0.03033042436607447,1.0901445221536206
0.05412091025390203,1.1716975050587193
0.056606318999357474,1.1778750847306063
0.029900304465475203,1.090762885937226
0.05500582591043074,1.17979199707915
0.04510731902656667,1.144489863672546
0.063155088315001,1.1959507513538756
0.05794573460528668,1.1881015275174298
0.05906709568251178,1.2010089502193828
0.05416003315698287,1.1707749441608915
0.06893659323638551,1.2240478459088073
0.042300617584145606,1.1333870924340208
0.03166217762961038,1.0980798262238611
0.04593827902218378,1.1347259964405636
